bb_idx,MT_deepHLApan_bind,MT_deepHLApan_immuno,WT_deepHLApan_bind,WT_deepHLApan_immuno
13524,0.8798,0.9585,0.8651,0.605
13525,0.9584,0.9947,0.9121,0.9918
13526,0.6868,0.7843,0.6208,0.6657
13527,0.5443,0.1079,0.5534,0.1743
13528,0.8393,0.9176,0.812,0.872
13529,0.9362,0.8274,0.881,0.8656
13530,0.8463,0.7081,0.7103,0.4029
13531,0.9777,0.9947,0.9062,0.9863
13532,0.8675,0.6969,0.587,0.4966
13533,0.851,0.0642,0.8462,0.0355
13534,0.9367,0.868,0.9641,0.8057
13535,0.8744,0.6171,0.8615,0.6019
13536,0.9529,0.7225,0.9728,0.4271
13537,0.8423,0.9845,0.9264,0.9718
13538,0.9373,0.6404,0.8875,0.3715
13539,0.7779,0.1129,0.9445,0.3017
13540,0.9305,0.6995,0.9663,0.9537
13541,0.4212,0.4293,0.6797,0.8967
13542,0.8672,0.3161,0.9798,0.8531
13543,0.8152,0.9554,0.9607,0.99
13544,0.9237,0.3315,0.9015,0.6841
13545,0.9714,0.1265,0.9696,0.2944
13546,0.8796,0.5635,0.8959,0.8354
13547,0.7354,0.4894,0.7838,0.8358
13548,0.915,0.253,0.9718,0.5111
13549,0.9059,0.9518,0.9702,0.9897
13550,0.9729,0.2351,0.9921,0.5678
13551,0.709,0.2051,0.7056,0.2013
13552,0.9638,0.8409,0.9726,0.7981
13553,0.5026,0.7394,0.6613,0.7736
13554,0.8397,0.4099,0.9417,0.3691
13555,0.8463,0.9838,0.9413,0.9862
13556,0.7524,0.5108,0.8523,0.5254
13557,0.95,0.0977,0.9586,0.0884
13558,0.7398,0.7676,0.7614,0.6317
13559,0.3547,0.6978,0.4477,0.7124
13560,0.3926,0.3325,0.6224,0.3726
13561,0.6314,0.9847,0.7435,0.974
13562,0.8869,0.395,0.9319,0.4232
13563,0.1069,0.0409,0.1463,0.0514
13564,0.7877,0.7141,0.7473,0.6735
13565,0.5768,0.7194,0.6075,0.7407
13566,0.1247,0.4234,0.2553,0.5819
13567,0.3169,0.986,0.6083,0.9901
13568,0.2435,0.5737,0.2826,0.6161
13569,0.1868,0.096,0.201,0.0817
13570,0.9244,0.8095,0.9389,0.716
13571,0.4835,0.6541,0.3883,0.6053
13572,0.1858,0.5033,0.2129,0.5017
13573,0.292,0.9857,0.2248,0.9922
13574,0.1371,0.603,0.1681,0.6862
13575,0.1601,0.178,0.1831,0.1861
13576,0.8768,0.8452,0.9054,0.8859
13577,0.8072,0.4689,0.7239,0.6443
13578,0.3441,0.8768,0.2574,0.9369
13579,0.7311,0.9916,0.7475,0.9963
13580,0.8303,0.8129,0.8278,0.8985
13581,0.1866,0.1682,0.1846,0.1217
13582,0.843,0.8168,0.8798,0.7608
13583,0.986,0.3836,0.9809,0.4734
13584,0.3726,0.572,0.3852,0.7054
13585,0.8778,0.9757,0.925,0.9914
13586,0.8527,0.7397,0.8696,0.7535
13587,0.2367,0.1657,0.1869,0.1315
13588,0.8741,0.9339,0.7811,0.9199
13589,0.9652,0.4961,0.9641,0.7159
13590,0.1607,0.7091,0.2203,0.9342
13591,0.9602,0.9957,0.9468,0.9972
13592,0.2071,0.8998,0.281,0.8953
13593,0.8417,0.2438,0.8376,0.3091
13594,0.984,0.9416,0.8939,0.9303
13595,0.9896,0.3878,0.979,0.57
13596,0.903,0.8053,0.8549,0.9441
13597,0.9967,0.9954,0.9923,0.9963
13598,0.9613,0.8907,0.8915,0.8045
13599,0.9011,0.2621,0.9389,0.265
13600,0.9955,0.9244,0.9847,0.9102
13601,0.993,0.4646,0.9902,0.6279
13602,0.9586,0.7792,0.9688,0.8484
13603,0.9966,0.993,0.9987,0.9946
13604,0.9564,0.7227,0.98,0.6948
13605,0.2783,0.1457,0.4471,0.1699
13606,0.9865,0.9368,0.9521,0.9578
13607,0.4504,0.5981,0.6645,0.6681
13608,0.7748,0.7742,0.7689,0.797
13609,0.9831,0.9941,0.992,0.9945
13610,0.5183,0.6435,0.6142,0.6447
13611,0.4274,0.0734,0.4285,0.1449
13612,0.9525,0.8281,0.9363,0.9253
13613,0.978,0.518,0.9898,0.5978
13614,0.8157,0.3298,0.8356,0.4366
13615,0.9944,0.9837,0.9985,0.9856
13616,0.9646,0.3894,0.9751,0.4428
13617,0.6734,0.0497,0.5993,0.1088
13618,0.9497,0.7756,0.9488,0.8616
13619,0.7369,0.52,0.7349,0.6006
13620,0.9144,0.5845,0.9016,0.5517
13621,0.9627,0.9825,0.9869,0.9789
13622,0.7652,0.4446,0.7628,0.4211
13623,0.806,0.2934,0.8727,0.3748
13624,0.9054,0.9352,0.9418,0.9757
13625,0.3908,0.835,0.4904,0.9073
13626,0.8193,0.8567,0.8657,0.9216
13627,0.7937,0.9939,0.8544,0.9956
13628,0.5116,0.7378,0.5485,0.8107
13629,0.7541,0.2077,0.7773,0.2309
13630,0.9431,0.9636,0.9601,0.9801
13631,0.6295,0.7648,0.7023,0.7659
13632,0.9171,0.6494,0.9252,0.6678
13633,0.9539,0.9933,0.9855,0.9956
13634,0.8435,0.8645,0.89,0.8804
13635,0.5596,0.156,0.707,0.2601
13636,0.9697,0.9535,0.9847,0.9707
13637,0.1729,0.912,0.3455,0.9098
13638,0.5951,0.4321,0.6307,0.6158
13639,0.7341,0.9954,0.8945,0.9958
13640,0.7086,0.7002,0.7609,0.7318
13641,0.8451,0.2219,0.9222,0.3178
13642,0.9303,0.8784,0.9457,0.975
13643,0.6589,0.9108,0.765,0.8888
13644,0.8231,0.4277,0.9051,0.6487
13645,0.8179,0.9879,0.932,0.9957
13646,0.8718,0.6591,0.9063,0.7748
13647,0.9592,0.2754,0.965,0.2562
13648,0.9383,0.9675,0.966,0.9773
13649,0.8809,0.7609,0.9189,0.7467
13650,0.9089,0.9177,0.9379,0.9324
13651,0.9507,0.9952,0.9824,0.9927
13652,0.954,0.8196,0.9455,0.7784
13653,0.6522,0.1147,0.7486,0.1297
13654,0.8625,0.9273,0.8783,0.9464
13655,0.7024,0.5349,0.7881,0.6134
13656,0.814,0.7974,0.8208,0.8879
13657,0.7883,0.9933,0.8391,0.9945
13658,0.6183,0.7307,0.6474,0.7701
13659,0.771,0.0991,0.9324,0.1147
13660,0.9563,0.9032,0.9531,0.8905
13661,0.4292,0.5797,0.5171,0.5947
13662,0.7499,0.6841,0.8761,0.8146
13663,0.8276,0.9948,0.9236,0.9938
13664,0.7264,0.7801,0.8816,0.8067
13665,0.5234,0.098,0.583,0.1098
13666,0.7872,0.9249,0.7937,0.919
13667,0.9252,0.4997,0.9345,0.5638
13668,0.6729,0.7795,0.6774,0.8707
13669,0.9424,0.9943,0.9389,0.9948
13670,0.5786,0.7027,0.5016,0.7689
13671,0.8535,0.0814,0.8141,0.106
13672,0.7953,0.2646,0.635,0.4398
13673,0.7722,0.3817,0.6364,0.4163
13674,0.9741,0.1414,0.7733,0.234
13675,0.7251,0.3455,0.6758,0.5297
13676,0.8822,0.637,0.5843,0.6623
13677,0.9949,0.1868,0.9761,0.1803
13678,0.9771,0.4449,0.9835,0.5933
13679,0.9742,0.6767,0.977,0.6324
13680,0.971,0.1533,0.9061,0.2066
13681,0.8027,0.3353,0.8198,0.4939
13682,0.9702,0.7033,0.9593,0.7454
13683,0.8478,0.2302,0.7946,0.1728
13684,0.9361,0.4732,0.9134,0.4273
13685,0.9881,0.6758,0.9905,0.584
13686,0.9557,0.2779,0.884,0.168
13687,0.8493,0.5107,0.8265,0.4245
13688,0.9761,0.6885,0.9627,0.6358
13689,0.7704,0.3489,0.6212,0.195
13690,0.7609,0.5538,0.8342,0.4472
13691,0.9464,0.7654,0.9616,0.7549
13692,0.8949,0.2524,0.8991,0.1992
13693,0.8143,0.4006,0.7998,0.4679
13694,0.9221,0.6473,0.9394,0.622
13695,0.992,0.2859,0.7558,0.1898
13696,0.5419,0.5057,0.523,0.545
13697,0.9167,0.8617,0.8655,0.8024
13698,0.9953,0.318,0.9768,0.2409
13699,0.9109,0.5357,0.96,0.5139
13700,0.9826,0.6514,0.9322,0.5752
13701,0.8704,0.1595,0.7127,0.0898
13702,0.8768,0.4939,0.6118,0.4919
13703,0.9837,0.3981,0.961,0.4068
13704,0.1336,0.1836,0.4738,0.254
13705,0.9102,0.7689,0.8972,0.8132
13706,0.5032,0.6038,0.9715,0.6944
13707,0.4659,0.2289,0.4657,0.248
13708,0.9106,0.7946,0.7862,0.8527
13709,0.9959,0.6562,0.9958,0.7165
13710,0.9859,0.1849,0.9673,0.1828
13711,0.8586,0.7295,0.7961,0.6687
13712,0.857,0.6684,0.8124,0.6927
13713,0.9152,0.2075,0.7944,0.2181
13714,0.8815,0.817,0.8629,0.7971
13715,0.9886,0.5634,0.9826,0.6384
13716,0.9479,0.4453,0.9105,0.4325
13717,0.4849,0.8391,0.3957,0.8117
13718,0.7339,0.7381,0.733,0.8173
13719,0.8566,0.3683,0.7714,0.3597
13720,0.9268,0.8591,0.8548,0.9093
13721,0.9922,0.7255,0.9886,0.8504
13722,0.883,0.3434,0.7823,0.2709
13723,0.7448,0.6169,0.7423,0.7731
13724,0.956,0.489,0.9535,0.6623
13725,0.9431,0.1835,0.8937,0.1058
13726,0.8533,0.4619,0.8743,0.6183
13727,0.9533,0.5125,0.8729,0.6693
13728,0.878,0.1382,0.7379,0.1068
13729,0.9518,0.6142,0.9386,0.6445
13730,0.9728,0.4978,0.9641,0.5435
13731,0.6119,0.1495,0.62,0.0889
13732,0.9325,0.7202,0.8467,0.6941
13733,0.779,0.5169,0.676,0.562
13734,0.6995,0.0334,0.771,0.0269
13735,0.1634,0.354,0.2275,0.4591
13736,0.2122,0.4863,0.1426,0.5289
13737,0.7576,0.1705,0.799,0.1743
13738,0.9407,0.5621,0.9548,0.6759
13739,0.9905,0.5751,0.8733,0.6734
13740,0.9542,0.3468,0.8669,0.2655
13741,0.9422,0.9597,0.9453,0.959
13742,0.9883,0.8829,0.9853,0.6802
13743,0.6217,0.4008,0.758,0.3851
13744,0.9514,0.8279,0.96,0.9081
13745,0.6646,0.7706,0.7526,0.7113
13746,0.9383,0.3912,0.9606,0.1868
13747,0.9611,0.9264,0.9854,0.8825
13748,0.9885,0.8126,0.9924,0.6705
13749,0.4817,0.5104,0.6585,0.2367
13750,0.9393,0.968,0.9732,0.926
13751,0.9594,0.815,0.9919,0.6689
13752,0.7744,0.5265,0.9039,0.3562
13753,0.9615,0.9265,0.9636,0.8838
13754,0.9515,0.7064,0.9853,0.6223
13755,0.9983,0.4182,0.9984,0.2892
13756,0.2512,0.9228,0.347,0.8128
13757,0.9747,0.7162,0.9847,0.651
13758,0.9954,0.3948,0.9973,0.1903
13759,0.5766,0.9423,0.5989,0.7785
13760,0.9115,0.7239,0.9559,0.6295
13761,0.6238,0.248,0.576,0.2261
13762,0.4615,0.8834,0.5572,0.6747
13763,0.9233,0.6202,0.9903,0.3994
13764,0.6624,0.1245,0.6291,0.111
13765,0.4266,0.7889,0.3457,0.6582
13766,0.8395,0.5484,0.9249,0.4507
13767,0.7864,0.2145,0.7617,0.1669
13768,0.4317,0.7934,0.4098,0.7397
13769,0.5032,0.5413,0.5897,0.5463
13770,0.9161,0.256,0.8739,0.1931
13771,0.9286,0.8228,0.9516,0.7146
13772,0.9402,0.7403,0.8997,0.6256
13773,0.8545,0.0986,0.8541,0.1555
13774,0.9233,0.6596,0.8977,0.6733
13775,0.8834,0.6217,0.8715,0.6689
13776,0.7788,0.0699,0.7512,0.137
13777,0.7748,0.617,0.725,0.7208
13778,0.8818,0.6473,0.8914,0.738
13779,0.5792,0.0922,0.5958,0.2195
13780,0.807,0.6458,0.8113,0.7243
13781,0.944,0.721,0.9485,0.7225
13782,0.8356,0.0566,0.8358,0.0775
13783,0.4387,0.5823,0.4938,0.6427
13784,0.5437,0.7268,0.5506,0.7784
13785,0.5296,0.1405,0.5397,0.1373
13786,0.3767,0.6633,0.5112,0.7046
13787,0.9358,0.7067,0.9585,0.7613
13788,0.227,0.178,0.2676,0.1847
13789,0.1123,0.7462,0.202,0.7151
13790,0.4451,0.7009,0.466,0.7389
13791,0.3693,0.1136,0.4623,0.1615
13792,0.5113,0.7368,0.6017,0.7009
13793,0.8876,0.7561,0.9359,0.6851
13794,0.7012,0.3011,0.7767,0.2963
13795,0.3566,0.9225,0.3954,0.9262
13796,0.6476,0.8805,0.6955,0.7738
13797,0.7272,0.3239,0.6923,0.2896
13798,0.4189,0.9407,0.5357,0.9169
13799,0.5396,0.8662,0.6981,0.8232
13800,0.4327,0.2412,0.4255,0.2869
13801,0.4314,0.9605,0.3636,0.9355
13802,0.8278,0.8211,0.7741,0.8055
13803,0.8535,0.0814,0.8141,0.106
13804,0.7953,0.2646,0.635,0.4398
13805,0.7722,0.3817,0.6364,0.4163
13806,0.9741,0.1414,0.7733,0.234
13807,0.7251,0.3455,0.6758,0.5297
13808,0.8822,0.637,0.5843,0.6623
13809,0.9949,0.1868,0.9761,0.1803
13810,0.9771,0.4449,0.9835,0.5933
13811,0.9742,0.6767,0.977,0.6324
13812,0.971,0.1533,0.9061,0.2066
13813,0.8027,0.3353,0.8198,0.4939
13814,0.9702,0.7033,0.9593,0.7454
13815,0.8478,0.2302,0.7946,0.1728
13816,0.9361,0.4732,0.9134,0.4273
13817,0.9881,0.6758,0.9905,0.584
13818,0.9557,0.2779,0.884,0.168
13819,0.8493,0.5107,0.8265,0.4245
13820,0.9761,0.6885,0.9627,0.6358
13821,0.7704,0.3489,0.6212,0.195
13822,0.7609,0.5538,0.8342,0.4472
13823,0.9464,0.7654,0.9616,0.7549
13824,0.8949,0.2524,0.8991,0.1992
13825,0.8143,0.4006,0.7998,0.4679
13826,0.9221,0.6473,0.9394,0.622
13827,0.992,0.2859,0.7558,0.1898
13828,0.5419,0.5057,0.523,0.545
13829,0.9167,0.8617,0.8655,0.8024
13830,0.9953,0.318,0.9768,0.2409
13831,0.9109,0.5357,0.96,0.5139
13832,0.9826,0.6514,0.9322,0.5752
13833,0.8704,0.1595,0.7127,0.0898
13834,0.8768,0.4939,0.6118,0.4919
13835,0.9837,0.3981,0.961,0.4068
13836,0.1309,0.029,0.1409,0.0175
13837,0.1627,0.4773,0.5626,0.4995
13838,0.0922,0.6138,0.4805,0.5205
13839,0.7038,0.0082,0.5569,0.0069
13840,0.7547,0.4265,0.626,0.3964
13841,0.6945,0.4663,0.5272,0.4726
13842,0.3288,0.0085,0.3003,0.0113
13843,0.1938,0.2646,0.1521,0.2904
13844,0.198,0.4141,0.1883,0.3962
13845,0.4761,0.0054,0.2764,0.0071
13846,0.7079,0.5772,0.6198,0.5608
13847,0.8121,0.4599,0.7376,0.4882
13848,0.9752,0.0062,0.947,0.0073
13849,0.5111,0.1831,0.4515,0.2397
13850,0.9998,0.4034,0.9996,0.3643
13851,0.9113,0.0368,0.7726,0.0317
13852,0.7442,0.2078,0.6296,0.3477
13853,0.9969,0.6174,0.9532,0.644
13854,0.9937,0.0653,0.9708,0.026
13855,0.6904,0.1854,0.7118,0.2758
13856,0.9217,0.4437,0.6371,0.4883
13857,0.8175,0.2733,0.6106,0.178
13858,0.8112,0.4982,0.7021,0.6625
13859,0.9459,0.7536,0.8174,0.8241
13860,0.9005,0.2236,0.8586,0.263
13861,0.9326,0.6482,0.9316,0.8458
13862,0.8729,0.6178,0.7094,0.6763
13863,0.8244,0.2585,0.9354,0.2346
13864,0.6264,0.8175,0.333,0.8787
13865,0.7773,0.5292,0.2236,0.7174
13866,0.7426,0.234,0.7651,0.2364
13867,0.8775,0.8764,0.8868,0.9095
13868,0.9797,0.6048,0.9601,0.8144
13869,0.6813,0.3716,0.9292,0.1937
13870,0.6659,0.8717,0.7337,0.7457
13871,0.9733,0.8794,0.9843,0.7443
13872,0.6211,0.142,0.7955,0.1729
13873,0.3678,0.6942,0.527,0.7551
13874,0.8898,0.7066,0.9416,0.7253
13875,0.5364,0.179,0.6647,0.153
13876,0.4211,0.8287,0.4835,0.8344
13877,0.4616,0.7299,0.4902,0.7891
13878,0.7233,0.1811,0.7799,0.155
13879,0.8962,0.8969,0.8556,0.9085
13880,0.9036,0.6993,0.8891,0.7196
13881,0.8814,0.1923,0.9475,0.177
13882,0.9755,0.7423,0.9439,0.6604
13883,0.9548,0.5931,0.922,0.6145
13884,0.9885,0.1954,0.9792,0.1861
13885,0.9597,0.7306,0.933,0.7064
13886,0.9871,0.7196,0.9933,0.6963
13887,0.949,0.2323,0.9859,0.1701
13888,0.9787,0.721,0.9776,0.634
13889,0.9627,0.7964,0.9855,0.7289
13890,0.9935,0.3299,0.9965,0.1751
13891,0.9925,0.6369,0.9897,0.4983
13892,0.9991,0.6474,0.9997,0.5925
13893,0.9967,0.2449,0.998,0.2353
13894,0.9754,0.6898,0.975,0.5115
13895,0.9979,0.6688,0.9975,0.699
13896,0.9837,0.0726,0.9919,0.0723
13897,0.9826,0.6593,0.9826,0.416
13898,0.9865,0.5271,0.9914,0.4864
13899,0.9671,0.098,0.9721,0.1237
13900,0.8776,0.7673,0.9395,0.819
13901,0.9539,0.6942,0.9805,0.7057
13902,0.4459,0.0942,0.3288,0.034
13903,0.7631,0.2532,0.9612,0.087
13904,0.9523,0.7042,0.9995,0.6274
13905,0.476,0.2029,0.5906,0.1502
13906,0.5231,0.4385,0.6579,0.3909
13907,0.5934,0.7098,0.7929,0.7845
13908,0.731,0.1859,0.4447,0.0599
13909,0.7384,0.4018,0.5126,0.2587
13910,0.6781,0.7641,0.4785,0.612
13911,0.9402,0.241,0.8108,0.2715
13912,0.9321,0.6364,0.9193,0.6792
13913,0.9836,0.6719,0.9732,0.7323
13914,0.6361,0.1538,0.4335,0.1302
13915,0.8519,0.3415,0.7955,0.449
13916,0.9818,0.5701,0.9745,0.4716
13917,0.7738,0.2199,0.5836,0.2004
13918,0.7029,0.2949,0.5314,0.3583
13919,0.9282,0.539,0.8204,0.4998
13920,0.648,0.1639,0.2547,0.1224
13921,0.8756,0.3798,0.6254,0.3925
13922,0.9773,0.4457,0.9009,0.5344
13923,0.7147,0.2336,0.5505,0.1713
13924,0.9058,0.4937,0.8863,0.6444
13925,0.8065,0.5484,0.5762,0.6411
13926,0.2527,0.0587,0.1435,0.033
13927,0.9218,0.2672,0.9728,0.3446
13928,0.9304,0.3058,0.9554,0.3971
13929,0.1282,0.0345,0.0693,0.0361
13930,0.8796,0.2327,0.88,0.2291
13931,0.551,0.3378,0.3499,0.6273
13932,0.3178,0.0897,0.2458,0.1359
13933,0.5331,0.4733,0.3425,0.5347
13934,0.672,0.563,0.4508,0.7296
13935,0.8545,0.2354,0.5339,0.1616
13936,0.9349,0.6877,0.9389,0.3266
13937,0.9439,0.5209,0.8854,0.41
13938,0.8128,0.2561,0.8133,0.1512
13939,0.9168,0.5126,0.9468,0.2942
13940,0.8709,0.7312,0.8429,0.5974
13941,0.9961,0.1752,0.9938,0.1123
13942,0.9692,0.6701,0.9851,0.405
13943,0.9959,0.5911,0.9949,0.5675
13944,0.9924,0.2547,0.9925,0.1873
13945,0.9468,0.7141,0.9287,0.5744
13946,0.9883,0.6405,0.9838,0.5977
13947,0.9786,0.1876,0.9482,0.1451
13948,0.8905,0.6338,0.859,0.3914
13949,0.9772,0.5748,0.9797,0.572
13950,0.9896,0.2102,0.982,0.1132
13951,0.8959,0.7226,0.9158,0.4845
13952,0.998,0.6016,0.9951,0.6215
13953,0.9995,0.2318,0.9982,0.1521
13954,0.9859,0.6979,0.9863,0.4398
13955,0.9984,0.6592,0.9974,0.6275
13956,0.995,0.1797,0.9944,0.1203
13957,0.993,0.4916,0.9959,0.3589
13958,0.9977,0.5365,0.9966,0.5189
13959,0.995,0.2652,0.9594,0.188
13960,0.9855,0.5657,0.9783,0.3189
13961,0.9988,0.519,0.9879,0.5404
13962,0.9784,0.2144,0.9203,0.1763
13963,0.9576,0.6581,0.9244,0.4351
13964,0.9818,0.5696,0.9623,0.5969
13965,0.772,0.135,0.5856,0.1365
13966,0.8428,0.5183,0.7272,0.336
13967,0.95,0.5614,0.961,0.753
13968,0.7576,0.1705,0.799,0.1743
13969,0.9407,0.5621,0.9548,0.6759
13970,0.9905,0.5751,0.8733,0.6734
13971,0.9542,0.3468,0.8669,0.2655
13972,0.9422,0.9597,0.9453,0.959
13973,0.9883,0.8829,0.9853,0.6802
13974,0.6217,0.4008,0.758,0.3851
13975,0.9514,0.8279,0.96,0.9081
13976,0.6646,0.7706,0.7526,0.7113
13977,0.9383,0.3912,0.9606,0.1868
13978,0.9611,0.9264,0.9854,0.8825
13979,0.9885,0.8126,0.9924,0.6705
13980,0.4817,0.5104,0.6585,0.2367
13981,0.9393,0.968,0.9732,0.926
13982,0.9594,0.815,0.9919,0.6689
13983,0.7744,0.5265,0.9039,0.3562
13984,0.9615,0.9265,0.9636,0.8838
13985,0.9515,0.7064,0.9853,0.6223
13986,0.9983,0.4182,0.9984,0.2892
13987,0.2512,0.9228,0.347,0.8128
13988,0.9747,0.7162,0.9847,0.651
13989,0.9954,0.3948,0.9973,0.1903
13990,0.5766,0.9423,0.5989,0.7785
13991,0.9115,0.7239,0.9559,0.6295
13992,0.6238,0.248,0.576,0.2261
13993,0.4615,0.8834,0.5572,0.6747
13994,0.9233,0.6202,0.9903,0.3994
13995,0.6624,0.1245,0.6291,0.111
13996,0.4266,0.7889,0.3457,0.6582
13997,0.8395,0.5484,0.9249,0.4507
13998,0.7864,0.2145,0.7617,0.1669
13999,0.4317,0.7934,0.4098,0.7397
14000,0.5032,0.5413,0.5897,0.5463
14001,0.8945,0.2004,0.691,0.2742
14002,0.8903,0.7573,0.8838,0.7421
14003,0.941,0.8263,0.9907,0.7691
14004,0.994,0.1858,0.9822,0.2995
14005,0.9522,0.766,0.9323,0.8829
14006,0.9649,0.8091,0.9192,0.8791
14007,0.9496,0.1914,0.9325,0.2416
14008,0.9324,0.6938,0.9243,0.8118
14009,0.9389,0.814,0.9224,0.8833
14010,0.7068,0.2097,0.7704,0.1942
14011,0.9423,0.6778,0.918,0.7531
14012,0.9634,0.8294,0.9926,0.8681
14013,0.6847,0.1829,0.5772,0.1452
14014,0.8484,0.683,0.8749,0.7021
14015,0.9772,0.8218,0.9779,0.7949
14016,0.5682,0.1316,0.6266,0.1206
14017,0.8498,0.5612,0.9446,0.5276
14018,0.8832,0.6707,0.8257,0.6628
14019,0.9135,0.0468,0.9004,0.0235
14020,0.3493,0.562,0.4683,0.3424
14021,0.9348,0.5613,0.9511,0.4518
14022,0.7522,0.0604,0.672,0.0443
14023,0.881,0.3578,0.9143,0.2692
14024,0.9993,0.7047,0.9993,0.6923
14025,0.9507,0.1199,0.9406,0.0506
14026,0.3992,0.2113,0.5167,0.2327
14027,0.9981,0.6355,0.9996,0.707
14028,0.9864,0.1601,0.956,0.0656
14029,0.2987,0.2286,0.3295,0.2298
14030,0.6821,0.4917,0.5585,0.5496
14031,0.6623,0.0944,0.6471,0.0628
14032,0.6751,0.3027,0.6178,0.4131
14033,0.6898,0.435,0.7,0.3859
14034,0.7634,0.1914,0.77,0.1892
14035,0.8463,0.7746,0.5875,0.8161
14036,0.9122,0.712,0.9726,0.7519
14037,0.5766,0.059,0.2769,0.0438
14038,0.4548,0.5905,0.2173,0.5458
14039,0.7729,0.6518,0.6208,0.6338
14040,0.2346,0.1184,0.1451,0.1037
14041,0.3381,0.794,0.2324,0.8566
14042,0.3243,0.7635,0.1128,0.7851
14043,0.1283,0.1279,0.0872,0.0662
14044,0.7431,0.55,0.6687,0.5456
14045,0.5174,0.5848,0.4737,0.6051
14046,0.18,0.0156,0.1169,0.0133
14047,0.0589,0.761,0.0345,0.7619
14048,0.2279,0.5065,0.1543,0.4492
14049,0.2625,0.0146,0.136,0.0079
14050,0.0535,0.4646,0.0205,0.3785
14051,0.2292,0.6179,0.1115,0.4899
14052,0.3987,0.0155,0.3152,0.0087
14053,0.1177,0.3767,0.0468,0.2519
14054,0.3965,0.5983,0.2703,0.397
14055,0.3783,0.0368,0.3072,0.0253
14056,0.7369,0.2989,0.546,0.2443
14057,0.8363,0.5303,0.5991,0.3821
14058,0.9009,0.0233,0.8699,0.0188
14059,0.284,0.1547,0.2913,0.1293
14060,0.9083,0.3663,0.8609,0.3031
14061,0.5219,0.0332,0.4697,0.0302
14062,0.6362,0.1154,0.5952,0.1037
14063,0.358,0.3828,0.4158,0.3117
14064,0.7082,0.0182,0.7168,0.0147
14065,0.8154,0.0856,0.8615,0.0563
14066,0.9391,0.4339,0.9846,0.2245
14067,0.8945,0.2004,0.691,0.2742
14068,0.8903,0.7573,0.8838,0.7421
14069,0.941,0.8263,0.9907,0.7691
14070,0.994,0.1858,0.9822,0.2995
14071,0.9522,0.766,0.9323,0.8829
14072,0.9649,0.8091,0.9192,0.8791
14073,0.9496,0.1914,0.9325,0.2416
14074,0.9324,0.6938,0.9243,0.8118
14075,0.9389,0.814,0.9224,0.8833
14076,0.7068,0.2097,0.7704,0.1942
14077,0.9423,0.6778,0.918,0.7531
14078,0.9634,0.8294,0.9926,0.8681
14079,0.6847,0.1829,0.5772,0.1452
14080,0.8484,0.683,0.8749,0.7021
14081,0.9772,0.8218,0.9779,0.7949
14082,0.5682,0.1316,0.6266,0.1206
14083,0.8498,0.5612,0.9446,0.5276
14084,0.8832,0.6707,0.8257,0.6628
14085,0.9135,0.0468,0.9004,0.0235
14086,0.3493,0.562,0.4683,0.3424
14087,0.9348,0.5613,0.9511,0.4518
14088,0.7522,0.0604,0.672,0.0443
14089,0.881,0.3578,0.9143,0.2692
14090,0.9993,0.7047,0.9993,0.6923
14091,0.9507,0.1199,0.9406,0.0506
14092,0.3992,0.2113,0.5167,0.2327
14093,0.9981,0.6355,0.9996,0.707
14094,0.9864,0.1601,0.956,0.0656
14095,0.2987,0.2286,0.3295,0.2298
14096,0.6821,0.4917,0.5585,0.5496
14097,0.6623,0.0944,0.6471,0.0628
14098,0.6751,0.3027,0.6178,0.4131
14099,0.6898,0.435,0.7,0.3859
14100,0.3814,0.1022,0.3497,0.1764
14101,0.8127,0.9018,0.856,0.9164
14102,0.4393,0.8445,0.2817,0.8159
14103,0.2877,0.0277,0.2878,0.0548
14104,0.1699,0.5018,0.2807,0.6179
14105,0.27,0.3974,0.3456,0.5029
14106,0.6947,0.2868,0.5784,0.3218
14107,0.9338,0.9168,0.9039,0.9357
14108,0.6515,0.7596,0.6146,0.6527
14109,0.1241,0.0658,0.1036,0.0483
14110,0.9304,0.8602,0.9366,0.8461
14111,0.7873,0.5559,0.7755,0.435
14112,0.0904,0.0103,0.0721,0.008
14113,0.9242,0.6335,0.9277,0.6324
14114,0.4306,0.5071,0.448,0.3559
14115,0.2835,0.0096,0.2807,0.0127
14116,0.8306,0.3194,0.7728,0.2511
14117,0.9958,0.3693,0.9968,0.2742
14118,0.2344,0.2317,0.2119,0.2438
14119,0.3056,0.4396,0.2056,0.5525
14120,0.3812,0.5732,0.3691,0.5651
14121,0.7579,0.1327,0.6661,0.1325
14122,0.9292,0.4954,0.915,0.501
14123,0.6768,0.494,0.6334,0.5481
14124,0.6159,0.2208,0.5665,0.2186
14125,0.941,0.4678,0.9119,0.3699
14126,0.9857,0.6434,0.9724,0.679
14127,0.9414,0.077,0.8969,0.0889
14128,0.6556,0.1947,0.2513,0.1813
14129,0.9359,0.3951,0.67,0.3891
14130,0.9586,0.1781,0.9554,0.0996
14131,0.9846,0.3223,0.9774,0.2075
14132,0.9948,0.5804,0.9944,0.3485
14133,0.784,0.0635,0.8777,0.0478
14134,0.8931,0.6049,0.9271,0.7067
14135,0.9868,0.3179,0.97,0.3808
14136,0.8026,0.0426,0.7261,0.0676
14137,0.7555,0.5716,0.9155,0.5738
14138,0.711,0.3183,0.9234,0.4618
14139,0.7271,0.0268,0.8939,0.0814
14140,0.6321,0.8743,0.8364,0.8754
