bb_idx,nettepi_Comb,nettepi_Rank,nettepi_score,pending_DTU_consent
29240,,,,True
29241,,,,True
29242,,,,True
29243,0.079,20.0,0.079,True
29244,,,,True
29245,0.073,32.0,0.073,True
29246,,,,True
29247,,,,True
29248,,,,True
29249,0.052,50.0,0.052,True
29250,,,,True
29251,0.058,50.0,0.058,True
29252,,,,True
29253,,,,True
29254,,,,True
29255,0.043,50.0,0.043,True
29256,,,,True
29257,0.048,50.0,0.048,True
29258,,,,True
29259,,,,True
29260,,,,True
29261,0.037,50.0,0.037,True
29262,,,,True
29263,0.043,50.0,0.043,True
29264,,,,True
29265,,,,True
29266,,,,True
29267,0.035,50.0,0.035,True
29268,,,,True
29269,0.067,32.0,0.067,True
29270,,,,True
29271,,,,True
29272,,,,True
29273,0.012,50.0,0.012,True
29274,,,,True
29275,0.033,50.0,0.033,True
29276,,,,True
29277,,,,True
29278,,,,True
29279,0.066,32.0,0.066,True
29280,,,,True
29281,-0.005,50.0,-0.005,True
29282,,,,True
29283,,,,True
29284,,,,True
29285,0.048,50.0,0.048,True
29286,,,,True
29287,0.017,50.0,0.017,True
29288,,,,True
29289,,,,True
29290,,,,True
29291,0.04,50.0,0.04,True
29292,,,,True
29293,0.073,32.0,0.073,True
29294,,,,True
29295,,,,True
29296,,,,True
29297,0.03,50.0,0.03,True
29298,,,,True
29299,0.025,50.0,0.025,True
29300,,,,True
29301,,,,True
29302,,,,True
29303,0.026,50.0,0.026,True
29304,,,,True
29305,0.034,50.0,0.034,True
29306,,,,True
29307,,,,True
29308,,,,True
29309,0.021,50.0,0.021,True
29310,,,,True
29311,0.031,50.0,0.031,True
29312,,,,True
29313,,,,True
29314,,,,True
29315,0.038,50.0,0.038,True
29316,,,,True
29317,0.066,32.0,0.066,True
29318,,,,True
29319,,,,True
29320,,,,True
29321,0.063,32.0,0.063,True
29322,,,,True
29323,0.054,50.0,0.054,True
29324,,,,True
29325,,,,True
29326,,,,True
29327,0.098,15.0,0.098,True
29328,,,,True
29329,0.153,7.0,0.153,True
29330,,,,True
29331,,,,True
29332,,,,True
29333,0.051,50.0,0.051,True
29334,,,,True
29335,0.061,32.0,0.061,True
29336,,,,True
29337,,,,True
29338,,,,True
29339,0.059,50.0,0.059,True
29340,,,,True
29341,0.048,50.0,0.048,True
29342,,,,True
29343,,,,True
29344,,,,True
29345,,,,True
29346,,,,True
29347,,,,True
29348,,,,True
29349,,,,True
29350,,,,True
29351,,,,True
29352,,,,True
29353,,,,True
29354,,,,True
29355,,,,True
29356,,,,True
29357,,,,True
29358,,,,True
29359,,,,True
29360,,,,True
29361,,,,True
29362,,,,True
29363,,,,True
29364,,,,True
29365,,,,True
29366,,,,True
29367,,,,True
29368,,,,True
29369,,,,True
29370,,,,True
29371,,,,True
29372,,,,True
29373,,,,True
29374,,,,True
29375,,,,True
29376,,,,True
29377,,,,True
29378,,,,True
29379,,,,True
29380,,,,True
29381,,,,True
29382,,,,True
29383,,,,True
29384,,,,True
29385,,,,True
29386,,,,True
29387,,,,True
29388,,,,True
29389,,,,True
29390,,,,True
29391,,,,True
29392,,,,True
29393,,,,True
29394,,,,True
29395,,,,True
29396,,,,True
29397,,,,True
29398,,,,True
29399,,,,True
29400,,,,True
29401,,,,True
29402,,,,True
29403,,,,True
29404,,,,True
29405,,,,True
29406,,,,True
29407,,,,True
29408,,,,True
29409,,,,True
29410,,,,True
29411,,,,True
29412,,,,True
29413,,,,True
29414,,,,True
29415,,,,True
29416,,,,True
29417,,,,True
29418,,,,True
29419,,,,True
29420,,,,True
29421,,,,True
29422,,,,True
29423,,,,True
29424,,,,True
29425,,,,True
29426,,,,True
29427,,,,True
29428,,,,True
29429,,,,True
29430,,,,True
29431,,,,True
29432,,,,True
29433,,,,True
29434,,,,True
29435,,,,True
29436,,,,True
29437,,,,True
29438,,,,True
29439,,,,True
29440,,,,True
29441,,,,True
29442,,,,True
29443,,,,True
29444,,,,True
29445,,,,True
29446,,,,True
29447,,,,True
29448,,,,True
29449,,,,True
29450,,,,True
29451,,,,True
29452,,,,True
29453,,,,True
29454,,,,True
29455,,,,True
29456,,,,True
29457,,,,True
29458,,,,True
29459,,,,True
29460,,,,True
29461,,,,True
29462,,,,True
29463,,,,True
29464,,,,True
29465,,,,True
29466,,,,True
29467,,,,True
29468,,,,True
29469,,,,True
29470,,,,True
29471,,,,True
29472,,,,True
29473,,,,True
29474,,,,True
29475,,,,True
29476,,,,True
29477,,,,True
29478,,,,True
29479,,,,True
29480,,,,True
29481,,,,True
29482,,,,True
29483,,,,True
29484,,,,True
29485,,,,True
29486,,,,True
29487,,,,True
29488,,,,True
29489,,,,True
29490,,,,True
29491,,,,True
29492,,,,True
29493,,,,True
29494,,,,True
29495,,,,True
29496,,,,True
29497,,,,True
29498,,,,True
29499,,,,True
29500,,,,True
29501,,,,True
29502,,,,True
29503,,,,True
29504,,,,True
29505,,,,True
29506,,,,True
29507,,,,True
29508,,,,True
29509,,,,True
29510,,,,True
29511,,,,True
29512,,,,True
29513,,,,True
29514,,,,True
29515,,,,True
29516,,,,True
29517,,,,True
29518,,,,True
29519,,,,True
29520,,,,True
29521,,,,True
29522,,,,True
29523,,,,True
29524,,,,True
29525,,,,True
29526,,,,True
29527,,,,True
29528,,,,True
29529,,,,True
29530,,,,True
29531,,,,True
29532,,,,True
29533,,,,True
29534,,,,True
29535,,,,True
29536,,,,True
29537,,,,True
29538,,,,True
29539,,,,True
29540,,,,True
29541,,,,True
29542,,,,True
29543,0.042,50.0,0.042,True
29544,,,,True
29545,0.036,50.0,0.036,True
29546,,,,True
29547,,,,True
29548,,,,True
29549,0.199,5.0,0.199,True
29550,,,,True
29551,0.038,50.0,0.038,True
29552,,,,True
29553,,,,True
29554,,,,True
29555,0.038,50.0,0.038,True
29556,,,,True
29557,0.014,50.0,0.014,True
29558,,,,True
29559,,,,True
29560,,,,True
29561,0.028,50.0,0.028,True
29562,,,,True
29563,0.012,50.0,0.012,True
29564,,,,True
29565,,,,True
29566,,,,True
29567,0.026,50.0,0.026,True
29568,,,,True
29569,0.009,50.0,0.009,True
29570,,,,True
29571,,,,True
29572,,,,True
29573,0.045,50.0,0.045,True
29574,,,,True
29575,0.344,1.5,0.344,True
29576,,,,True
29577,,,,True
29578,,,,True
29579,0.024,50.0,0.024,True
29580,,,,True
29581,0.009,50.0,0.009,True
29582,,,,True
29583,,,,True
29584,,,,True
29585,0.026,50.0,0.026,True
29586,,,,True
29587,0.171,6.0,0.171,True
29588,,,,True
29589,,,,True
29590,,,,True
29591,0.023,50.0,0.023,True
29592,,,,True
29593,0.044,50.0,0.044,True
29594,,,,True
29595,,,,True
29596,,,,True
29597,0.012,50.0,0.012,True
29598,,,,True
29599,-0.003,50.0,-0.003,True
29600,,,,True
29601,,,,True
29602,,,,True
29603,0.032,50.0,0.032,True
29604,,,,True
29605,0.001,50.0,0.001,True
29606,,,,True
29607,,,,True
29608,,,,True
29609,0.014,50.0,0.014,True
29610,,,,True
29611,0.08,20.0,0.08,True
29612,,,,True
29613,,,,True
29614,,,,True
29615,-0.009,50.0,-0.009,True
29616,,,,True
29617,0.022,50.0,0.022,True
29618,,,,True
29619,,,,True
29620,,,,True
29621,0.202,5.0,0.202,True
29622,,,,True
29623,-0.003,50.0,-0.003,True
29624,,,,True
29625,,,,True
29626,,,,True
29627,0.051,50.0,0.051,True
29628,,,,True
29629,0.005,50.0,0.005,True
29630,,,,True
29631,,,,True
29632,,,,True
29633,0.032,50.0,0.032,True
29634,,,,True
29635,0.076,32.0,0.076,True
29636,,,,True
29637,,,,True
29638,,,,True
29639,0.128,9.0,0.128,True
29640,,,,True
29641,0.049,50.0,0.049,True
29642,,,,True
29643,,,,True
29644,,,,True
29645,0.069,32.0,0.069,True
29646,,,,True
29647,0.028,50.0,0.028,True
29648,,,,True
29649,,,,True
29650,,,,True
29651,0.027,50.0,0.027,True
29652,,,,True
29653,0.025,50.0,0.025,True
29654,,,,True
29655,,,,True
29656,,,,True
29657,0.017,50.0,0.017,True
29658,,,,True
29659,0.02,50.0,0.02,True
29660,,,,True
29661,,,,True
29662,,,,True
29663,0.032,50.0,0.032,True
29664,,,,True
29665,0.172,6.0,0.172,True
29666,,,,True
29667,,,,True
29668,,,,True
29669,0.048,50.0,0.048,True
29670,,,,True
29671,0.017,50.0,0.017,True
29672,,,,True
29673,,,,True
29674,,,,True
29675,0.044,50.0,0.044,True
29676,,,,True
29677,0.098,15.0,0.098,True
29678,,,,True
29679,,,,True
29680,,,,True
29681,0.014,50.0,0.014,True
29682,,,,True
29683,0.084,20.0,0.084,True
29684,,,,True
29685,,,,True
29686,,,,True
29687,0.001,50.0,0.001,True
29688,,,,True
29689,-0.0,50.0,-0.0,True
29690,,,,True
29691,,,,True
29692,,,,True
29693,0.011,50.0,0.011,True
29694,,,,True
29695,0.004,50.0,0.004,True
29696,,,,True
29697,,,,True
29698,,,,True
29699,0.025,50.0,0.025,True
29700,,,,True
29701,0.106,15.0,0.106,True
29702,,,,True
29703,,,,True
29704,,,,True
29705,-0.001,50.0,-0.001,True
29706,,,,True
29707,0.017,50.0,0.017,True
29708,,,,True
29709,,,,True
29710,,,,True
29711,0.027,50.0,0.027,True
29712,,,,True
29713,-0.011,50.0,-0.011,True
29714,,,,True
29715,,,,True
29716,,,,True
29717,0.015,50.0,0.015,True
29718,,,,True
29719,0.005,50.0,0.005,True
29720,,,,True
29721,,,,True
29722,,,,True
29723,0.088,20.0,0.088,True
29724,,,,True
29725,0.134,8.0,0.134,True
29726,,,,True
29727,,,,True
29728,,,,True
29729,0.045,50.0,0.045,True
29730,,,,True
29731,0.026,50.0,0.026,True
29732,,,,True
29733,,,,True
29734,,,,True
29735,0.036,50.0,0.036,True
29736,,,,True
29737,0.023,50.0,0.023,True
29738,,,,True
29739,,,,True
29740,,,,True
29741,0.014,50.0,0.014,True
29742,,,,True
29743,0.019,50.0,0.019,True
29744,,,,True
29745,,,,True
29746,,,,True
29747,0.012,50.0,0.012,True
29748,,,,True
29749,0.125,10.0,0.125,True
29750,,,,True
29751,,,,True
29752,,,,True
29753,0.034,50.0,0.034,True
29754,,,,True
29755,0.006,50.0,0.006,True
29756,,,,True
29757,,,,True
29758,,,,True
29759,0.091,15.0,0.091,True
29760,,,,True
29761,0.232,3.0,0.232,True
29762,,,,True
29763,,,,True
29764,,,,True
29765,0.019,50.0,0.019,True
29766,,,,True
29767,0.046,50.0,0.046,True
29768,,,,True
29769,,,,True
29770,,,,True
29771,-0.004,50.0,-0.004,True
29772,,,,True
29773,0.001,50.0,0.001,True
29774,,,,True
29775,,,,True
29776,,,,True
29777,0.003,50.0,0.003,True
29778,,,,True
29779,-0.005,50.0,-0.005,True
29780,,,,True
29781,,,,True
29782,,,,True
29783,0.002,50.0,0.002,True
29784,,,,True
29785,0.111,15.0,0.111,True
29786,,,,True
29787,,,,True
29788,,,,True
29789,0.016,50.0,0.016,True
29790,,,,True
29791,0.034,50.0,0.034,True
29792,,,,True
29793,,,,True
29794,,,,True
29795,0.15,7.0,0.15,True
29796,,,,True
29797,-0.016,50.0,-0.016,True
29798,,,,True
29799,,,,True
29800,,,,True
29801,-0.016,50.0,-0.016,True
29802,,,,True
29803,-0.018,50.0,-0.018,True
29804,,,,True
29805,,,,True
29806,,,,True
29807,0.035,50.0,0.035,True
29808,,,,True
29809,0.075,32.0,0.075,True
29810,,,,True
29811,,,,True
29812,,,,True
29813,0.041,50.0,0.041,True
29814,,,,True
29815,0.036,50.0,0.036,True
29816,,,,True
29817,,,,True
29818,,,,True
29819,0.029,50.0,0.029,True
29820,,,,True
29821,0.033,50.0,0.033,True
29822,,,,True
29823,,,,True
29824,,,,True
29825,0.017,50.0,0.017,True
29826,,,,True
29827,0.127,9.0,0.127,True
29828,,,,True
29829,,,,True
29830,,,,True
29831,0.015,50.0,0.015,True
29832,,,,True
29833,0.018,50.0,0.018,True
29834,,,,True
29835,,,,True
29836,,,,True
29837,0.083,20.0,0.083,True
29838,,,,True
29839,0.111,15.0,0.111,True
29840,,,,True
29841,,,,True
29842,,,,True
29843,0.048,50.0,0.048,True
29844,,,,True
29845,0.126,9.0,0.126,True
29846,,,,True
29847,,,,True
29848,,,,True
29849,0.008,50.0,0.008,True
29850,,,,True
29851,0.005,50.0,0.005,True
29852,,,,True
29853,,,,True
29854,,,,True
29855,0.012,50.0,0.012,True
29856,,,,True
29857,0.012,50.0,0.012,True
29858,,,,True
29859,,,,True
29860,,,,True
29861,0.004,50.0,0.004,True
29862,,,,True
29863,0.087,20.0,0.087,True
29864,,,,True
29865,,,,True
29866,,,,True
29867,0.001,50.0,0.001,True
29868,,,,True
29869,0.037,50.0,0.037,True
29870,,,,True
29871,,,,True
29872,,,,True
29873,0.158,6.0,0.158,True
29874,,,,True
29875,0.007,50.0,0.007,True
29876,,,,True
29877,,,,True
29878,,,,True
29879,-0.001,50.0,-0.001,True
29880,,,,True
29881,-0.004,50.0,-0.004,True
29882,,,,True
29883,,,,True
29884,,,,True
29885,-0.002,50.0,-0.002,True
29886,,,,True
29887,0.051,50.0,0.051,True
29888,,,,True
29889,,,,True
29890,,,,True
29891,,,,True
29892,,,,True
29893,,,,True
29894,,,,True
29895,,,,True
29896,,,,True
29897,,,,True
29898,,,,True
29899,,,,True
29900,,,,True
29901,,,,True
29902,,,,True
29903,,,,True
29904,,,,True
29905,,,,True
29906,,,,True
29907,,,,True
29908,,,,True
29909,,,,True
29910,,,,True
29911,,,,True
29912,,,,True
29913,,,,True
29914,,,,True
29915,,,,True
29916,,,,True
29917,,,,True
29918,,,,True
29919,,,,True
29920,,,,True
29921,,,,True
29922,,,,True
29923,,,,True
29924,,,,True
29925,,,,True
29926,,,,True
29927,,,,True
29928,,,,True
29929,,,,True
29930,,,,True
29931,,,,True
29932,,,,True
29933,,,,True
29934,,,,True
29935,,,,True
29936,,,,True
29937,,,,True
29938,,,,True
29939,,,,True
29940,,,,True
29941,,,,True
29942,,,,True
29943,,,,True
29944,,,,True
29945,,,,True
29946,,,,True
29947,,,,True
29948,,,,True
29949,,,,True
29950,,,,True
29951,,,,True
29952,,,,True
29953,,,,True
29954,,,,True
29955,,,,True
29956,,,,True
29957,,,,True
29958,,,,True
29959,,,,True
29960,,,,True
29961,,,,True
29962,,,,True
29963,,,,True
29964,,,,True
29965,,,,True
29966,,,,True
29967,,,,True
29968,,,,True
29969,,,,True
29970,,,,True
29971,,,,True
29972,,,,True
29973,,,,True
29974,,,,True
29975,,,,True
29976,,,,True
29977,,,,True
29978,,,,True
29979,,,,True
29980,,,,True
29981,,,,True
29982,,,,True
29983,,,,True
29984,,,,True
29985,,,,True
29986,,,,True
29987,,,,True
29988,,,,True
29989,,,,True
29990,,,,True
29991,,,,True
29992,,,,True
29993,,,,True
29994,,,,True
29995,,,,True
29996,,,,True
29997,,,,True
29998,,,,True
29999,,,,True
30000,,,,True
30001,,,,True
30002,,,,True
30003,,,,True
30004,,,,True
30005,,,,True
30006,,,,True
30007,,,,True
30008,,,,True
30009,,,,True
30010,,,,True
30011,,,,True
30012,,,,True
30013,,,,True
30014,,,,True
30015,,,,True
30016,,,,True
30017,,,,True
30018,,,,True
30019,,,,True
30020,,,,True
30021,,,,True
30022,,,,True
30023,,,,True
30024,,,,True
30025,,,,True
30026,,,,True
30027,,,,True
30028,,,,True
30029,,,,True
30030,,,,True
30031,,,,True
30032,,,,True
30033,,,,True
30034,,,,True
30035,,,,True
30036,,,,True
30037,,,,True
30038,,,,True
30039,,,,True
30040,,,,True
30041,,,,True
30042,,,,True
30043,,,,True
30044,,,,True
30045,,,,True
30046,,,,True
30047,,,,True
30048,,,,True
30049,,,,True
30050,,,,True
30051,,,,True
30052,,,,True
30053,,,,True
30054,,,,True
30055,,,,True
30056,,,,True
30057,,,,True
30058,,,,True
30059,,,,True
30060,,,,True
30061,,,,True
30062,,,,True
30063,,,,True
30064,,,,True
30065,,,,True
30066,,,,True
30067,,,,True
30068,,,,True
30069,,,,True
30070,,,,True
30071,,,,True
30072,,,,True
30073,,,,True
30074,,,,True
30075,,,,True
30076,,,,True
30077,,,,True
30078,,,,True
30079,,,,True
30080,,,,True
30081,,,,True
30082,,,,True
30083,,,,True
30084,,,,True
30085,,,,True
30086,,,,True
30087,,,,True
30088,,,,True
30089,0.419,1.0,0.419,True
30090,,,,True
30091,0.096,15.0,0.096,True
30092,,,,True
30093,,,,True
30094,,,,True
30095,0.008,50.0,0.008,True
30096,,,,True
30097,0.008,50.0,0.008,True
30098,,,,True
30099,,,,True
30100,,,,True
30101,0.065,32.0,0.065,True
30102,,,,True
30103,0.118,10.0,0.118,True
30104,,,,True
30105,,,,True
30106,,,,True
30107,0.036,50.0,0.036,True
30108,,,,True
30109,0.015,50.0,0.015,True
30110,,,,True
30111,,,,True
30112,,,,True
30113,0.015,50.0,0.015,True
30114,,,,True
30115,0.012,50.0,0.012,True
30116,,,,True
30117,,,,True
30118,,,,True
30119,0.033,50.0,0.033,True
30120,,,,True
30121,0.159,6.0,0.159,True
30122,,,,True
30123,,,,True
30124,,,,True
30125,0.033,50.0,0.033,True
30126,,,,True
30127,0.036,50.0,0.036,True
30128,,,,True
30129,,,,True
30130,,,,True
30131,0.072,32.0,0.072,True
30132,,,,True
30133,0.016,50.0,0.016,True
30134,,,,True
30135,,,,True
30136,,,,True
30137,0.028,50.0,0.028,True
30138,,,,True
30139,0.018,50.0,0.018,True
30140,,,,True
30141,,,,True
30142,,,,True
30143,0.031,50.0,0.031,True
30144,,,,True
30145,0.028,50.0,0.028,True
30146,,,,True
30147,,,,True
30148,,,,True
30149,0.046,50.0,0.046,True
30150,,,,True
30151,0.024,50.0,0.024,True
30152,,,,True
30153,,,,True
30154,,,,True
30155,0.052,50.0,0.052,True
30156,,,,True
30157,0.021,50.0,0.021,True
30158,,,,True
30159,,,,True
30160,,,,True
30161,0.04,50.0,0.04,True
30162,,,,True
30163,0.074,32.0,0.074,True
30164,,,,True
30165,,,,True
30166,,,,True
30167,0.009,50.0,0.009,True
30168,,,,True
30169,0.033,50.0,0.033,True
30170,,,,True
30171,,,,True
30172,,,,True
30173,0.14,8.0,0.14,True
30174,,,,True
30175,0.037,50.0,0.037,True
30176,,,,True
30177,,,,True
30178,,,,True
30179,0.037,50.0,0.037,True
30180,,,,True
30181,0.036,50.0,0.036,True
30182,,,,True
30183,,,,True
30184,,,,True
30185,0.025,50.0,0.025,True
30186,,,,True
30187,0.03,50.0,0.03,True
30188,,,,True
30189,,,,True
30190,,,,True
30191,0.03,50.0,0.03,True
30192,,,,True
30193,0.259,3.0,0.259,True
30194,,,,True
30195,,,,True
30196,,,,True
30197,0.028,50.0,0.028,True
30198,,,,True
30199,0.03,50.0,0.03,True
30200,,,,True
30201,,,,True
30202,,,,True
30203,0.058,50.0,0.058,True
30204,,,,True
30205,0.026,50.0,0.026,True
30206,,,,True
30207,,,,True
30208,,,,True
30209,0.029,50.0,0.029,True
30210,,,,True
30211,0.029,50.0,0.029,True
30212,,,,True
30213,,,,True
30214,,,,True
30215,0.036,50.0,0.036,True
30216,,,,True
30217,0.036,50.0,0.036,True
30218,,,,True
30219,,,,True
30220,,,,True
30221,0.08,20.0,0.08,True
30222,,,,True
30223,0.029,50.0,0.029,True
30224,,,,True
30225,,,,True
30226,,,,True
30227,0.038,50.0,0.038,True
30228,,,,True
30229,0.202,4.0,0.202,True
30230,,,,True
30231,,,,True
30232,,,,True
30233,0.014,50.0,0.014,True
30234,,,,True
30235,0.011,50.0,0.011,True
30236,,,,True
30237,,,,True
30238,,,,True
30239,0.128,9.0,0.128,True
30240,,,,True
30241,0.073,32.0,0.073,True
30242,,,,True
30243,,,,True
30244,,,,True
30245,0.1,15.0,0.1,True
30246,,,,True
30247,0.04,50.0,0.04,True
30248,,,,True
30249,,,,True
30250,,,,True
30251,0.013,50.0,0.013,True
30252,,,,True
30253,0.036,50.0,0.036,True
30254,,,,True
30255,,,,True
30256,,,,True
30257,0.016,50.0,0.016,True
30258,,,,True
30259,0.049,50.0,0.049,True
30260,,,,True
30261,,,,True
30262,,,,True
30263,0.022,50.0,0.022,True
30264,,,,True
30265,0.021,50.0,0.021,True
30266,,,,True
30267,,,,True
30268,,,,True
30269,0.054,50.0,0.054,True
30270,,,,True
30271,0.03,50.0,0.03,True
30272,,,,True
30273,,,,True
30274,,,,True
30275,0.027,50.0,0.027,True
30276,,,,True
30277,0.02,50.0,0.02,True
30278,,,,True
30279,,,,True
30280,,,,True
30281,0.058,50.0,0.058,True
30282,,,,True
30283,0.028,50.0,0.028,True
30284,,,,True
30285,,,,True
30286,,,,True
30287,0.072,32.0,0.072,True
30288,,,,True
30289,0.071,32.0,0.071,True
30290,,,,True
30291,,,,True
30292,,,,True
30293,0.015,50.0,0.015,True
30294,,,,True
30295,0.03,50.0,0.03,True
30296,,,,True
30297,,,,True
30298,,,,True
30299,0.278,3.0,0.278,True
30300,,,,True
30301,0.107,15.0,0.107,True
30302,,,,True
30303,,,,True
30304,,,,True
30305,0.048,50.0,0.048,True
30306,,,,True
30307,0.065,32.0,0.065,True
30308,,,,True
30309,,,,True
30310,,,,True
30311,0.013,50.0,0.013,True
30312,,,,True
30313,0.013,50.0,0.013,True
30314,,,,True
30315,,,,True
30316,,,,True
30317,0.024,50.0,0.024,True
30318,,,,True
30319,0.034,50.0,0.034,True
30320,,,,True
30321,,,,True
30322,,,,True
30323,0.03,50.0,0.03,True
30324,,,,True
30325,0.032,50.0,0.032,True
30326,,,,True
30327,,,,True
30328,,,,True
30329,0.236,4.0,0.236,True
30330,,,,True
30331,0.034,50.0,0.034,True
30332,,,,True
30333,,,,True
30334,,,,True
30335,0.051,50.0,0.051,True
30336,,,,True
30337,0.029,50.0,0.029,True
30338,,,,True
30339,,,,True
30340,,,,True
30341,,,,True
30342,,,,True
30343,,,,True
30344,,,,True
30345,,,,True
30346,,,,True
30347,,,,True
30348,,,,True
30349,,,,True
30350,,,,True
30351,,,,True
30352,,,,True
30353,,,,True
30354,,,,True
30355,,,,True
30356,,,,True
30357,,,,True
30358,,,,True
30359,,,,True
30360,,,,True
30361,,,,True
30362,,,,True
30363,,,,True
30364,,,,True
30365,,,,True
30366,,,,True
30367,,,,True
30368,,,,True
30369,,,,True
30370,,,,True
30371,,,,True
30372,,,,True
30373,,,,True
30374,,,,True
30375,,,,True
30376,,,,True
30377,,,,True
30378,,,,True
30379,,,,True
30380,,,,True
30381,,,,True
30382,,,,True
30383,,,,True
30384,,,,True
30385,,,,True
30386,,,,True
30387,,,,True
30388,,,,True
30389,,,,True
30390,,,,True
30391,,,,True
30392,,,,True
30393,,,,True
30394,,,,True
30395,,,,True
30396,,,,True
30397,,,,True
30398,,,,True
30399,,,,True
30400,,,,True
30401,,,,True
30402,,,,True
30403,,,,True
30404,,,,True
30405,,,,True
30406,,,,True
30407,,,,True
30408,,,,True
30409,,,,True
30410,,,,True
30411,,,,True
30412,,,,True
30413,,,,True
30414,,,,True
30415,,,,True
30416,,,,True
30417,,,,True
30418,,,,True
30419,,,,True
30420,,,,True
30421,,,,True
30422,,,,True
30423,,,,True
30424,,,,True
30425,,,,True
30426,,,,True
30427,,,,True
30428,,,,True
30429,,,,True
30430,,,,True
30431,,,,True
30432,,,,True
30433,,,,True
30434,,,,True
30435,,,,True
30436,,,,True
30437,,,,True
30438,,,,True
30439,,,,True
30440,,,,True
30441,,,,True
30442,,,,True
30443,,,,True
30444,,,,True
30445,,,,True
30446,,,,True
30447,,,,True
30448,,,,True
30449,,,,True
30450,,,,True
30451,,,,True
30452,,,,True
30453,,,,True
30454,,,,True
30455,,,,True
30456,,,,True
30457,,,,True
30458,,,,True
30459,,,,True
30460,,,,True
30461,,,,True
30462,,,,True
30463,,,,True
30464,,,,True
30465,,,,True
30466,,,,True
30467,0.088,20.0,0.088,True
30468,,,,True
30469,0.088,20.0,0.088,True
30470,,,,True
30471,,,,True
30472,,,,True
30473,0.05,50.0,0.05,True
30474,,,,True
30475,0.042,50.0,0.042,True
30476,,,,True
30477,,,,True
30478,,,,True
30479,0.041,50.0,0.041,True
30480,,,,True
30481,0.032,50.0,0.032,True
30482,,,,True
30483,,,,True
30484,,,,True
30485,0.202,5.0,0.202,True
30486,,,,True
30487,0.075,32.0,0.075,True
30488,,,,True
30489,,,,True
30490,,,,True
30491,0.038,50.0,0.038,True
30492,,,,True
30493,0.085,20.0,0.085,True
30494,,,,True
30495,,,,True
30496,,,,True
30497,0.038,50.0,0.038,True
30498,,,,True
30499,0.031,50.0,0.031,True
30500,,,,True
30501,,,,True
30502,,,,True
30503,0.047,50.0,0.047,True
30504,,,,True
30505,0.04,50.0,0.04,True
30506,,,,True
30507,,,,True
30508,,,,True
30509,0.036,50.0,0.036,True
30510,,,,True
30511,0.407,1.0,0.407,True
30512,,,,True
30513,,,,True
30514,,,,True
30515,0.031,50.0,0.031,True
30516,,,,True
30517,0.048,50.0,0.048,True
30518,,,,True
30519,,,,True
30520,,,,True
30521,0.053,50.0,0.053,True
30522,,,,True
30523,0.028,50.0,0.028,True
30524,,,,True
30525,,,,True
30526,,,,True
30527,0.488,0.8,0.488,True
30528,,,,True
30529,0.031,50.0,0.031,True
30530,,,,True
30531,,,,True
30532,,,,True
30533,0.019,50.0,0.019,True
30534,,,,True
30535,0.289,3.0,0.289,True
30536,,,,True
30537,,,,True
30538,,,,True
30539,0.01,50.0,0.01,True
30540,,,,True
30541,0.033,50.0,0.033,True
30542,,,,True
30543,,,,True
30544,,,,True
30545,0.014,50.0,0.014,True
30546,,,,True
30547,0.024,50.0,0.024,True
30548,,,,True
30549,,,,True
30550,,,,True
30551,0.693,0.03,0.693,True
30552,,,,True
30553,0.008,50.0,0.008,True
30554,,,,True
30555,,,,True
30556,,,,True
30557,0.011,50.0,0.011,True
30558,,,,True
30559,-0.0,50.0,-0.0,True
30560,,,,True
30561,,,,True
30562,,,,True
30563,0.071,32.0,0.071,True
30564,,,,True
30565,0.066,32.0,0.066,True
30566,,,,True
30567,,,,True
30568,,,,True
30569,0.055,50.0,0.055,True
30570,,,,True
30571,0.052,50.0,0.052,True
30572,,,,True
30573,,,,True
30574,,,,True
30575,0.067,32.0,0.067,True
30576,,,,True
30577,0.043,50.0,0.043,True
30578,,,,True
30579,,,,True
30580,,,,True
30581,0.067,32.0,0.067,True
30582,,,,True
30583,0.242,3.0,0.242,True
30584,,,,True
30585,,,,True
30586,,,,True
30587,0.036,50.0,0.036,True
30588,,,,True
30589,0.039,50.0,0.039,True
30590,,,,True
30591,,,,True
30592,,,,True
30593,0.041,50.0,0.041,True
30594,,,,True
30595,0.058,50.0,0.058,True
30596,,,,True
30597,,,,True
30598,,,,True
30599,0.064,32.0,0.064,True
30600,,,,True
30601,0.108,15.0,0.108,True
30602,,,,True
30603,,,,True
30604,,,,True
30605,0.04,50.0,0.04,True
30606,,,,True
30607,0.663,0.07,0.663,True
30608,,,,True
30609,,,,True
30610,,,,True
30611,0.045,50.0,0.045,True
30612,,,,True
30613,0.03,50.0,0.03,True
30614,,,,True
30615,,,,True
30616,,,,True
30617,0.147,7.0,0.147,True
30618,,,,True
30619,0.032,50.0,0.032,True
30620,,,,True
30621,,,,True
30622,,,,True
30623,0.044,50.0,0.044,True
30624,,,,True
30625,0.062,32.0,0.062,True
30626,,,,True
30627,,,,True
30628,,,,True
30629,0.02,50.0,0.02,True
30630,,,,True
30631,0.052,50.0,0.052,True
30632,,,,True
30633,,,,True
30634,,,,True
30635,0.01,50.0,0.01,True
30636,,,,True
30637,0.304,2.0,0.304,True
30638,,,,True
30639,,,,True
30640,,,,True
30641,0.121,10.0,0.121,True
30642,,,,True
30643,0.007,50.0,0.007,True
30644,,,,True
30645,,,,True
30646,,,,True
30647,0.121,10.0,0.121,True
30648,,,,True
