bb_idx,MT_deepHLApan,WT_deepHLApan
3651,0.4353,0.4353
3652,0.6758,0.6758
3653,0.1643,0.1643
3654,0.5548,0.5548
3655,0.71,0.71
3656,0.271,0.271
3657,0.7462,0.7462
3658,0.8244,0.8244
3659,0.2467,0.2467
3660,0.6545,0.6545
3661,0.6886,0.6886
3662,0.2798,0.2798
3663,0.575,0.575
3664,0.796,0.796
3665,0.2127,0.2127
3666,0.5517,0.5517
3667,0.7808,0.7808
3668,0.4706,0.4706
3669,0.9145,0.9145
3670,0.9788,0.9788
3671,0.4739,0.4739
3672,0.919,0.919
3673,0.9643,0.9643
3674,0.6829,0.6829
3675,0.9561,0.9561
3676,0.9852,0.9852
3677,0.8754,0.8754
3678,0.9736,0.9736
3679,0.9957,0.9957
3680,0.734,0.6819
3681,0.9542,0.9174
3682,0.9877,0.976
3683,0.1735,0.1735
3684,0.506,0.506
3685,0.7474,0.7474
3686,0.1392,0.1392
3687,0.5252,0.5252
3688,0.6132,0.6132
3689,0.1347,0.1347
3690,0.5355,0.5355
3691,0.6945,0.6945
3692,0.1769,0.1769
3693,0.5769,0.5769
3694,0.6417,0.6417
3695,0.3141,0.3141
3696,0.6415,0.6415
3697,0.7645,0.7645
3698,0.2051,0.2051
3699,0.6311,0.6311
3700,0.8017,0.8017
3701,0.266,0.266
3702,0.647,0.647
3703,0.8692,0.8692
3704,0.4448,0.4448
3705,0.9067,0.9067
3706,0.9664,0.9664
3707,0.5398,0.5398
3708,0.9331,0.9331
3709,0.9677,0.9677
3710,0.7554,0.7554
3711,0.9723,0.9723
3712,0.9928,0.9928
3713,0.852,0.8132
3714,0.976,0.9652
3715,0.9945,0.9884
3716,0.1874,0.1874
3717,0.6274,0.6274
3718,0.6522,0.6522
3719,0.1712,0.1712
3720,0.538,0.538
3721,0.6509,0.6509
3722,0.0986,0.0986
3723,0.4233,0.4233
3724,0.6439,0.6439
3725,0.222,0.222
3726,0.6157,0.6157
3727,0.7405,0.7405
3728,0.3302,0.3302
3729,0.714,0.714
3730,0.8086,0.8086
3731,0.3174,0.3174
3732,0.7499,0.7499
3733,0.9424,0.9424
3734,0.384,0.384
3735,0.6113,0.6113
3736,0.8436,0.8436
3737,0.5333,0.5333
3738,0.917,0.917
3739,0.9716,0.9716
3740,0.6749,0.6749
3741,0.9597,0.9597
3742,0.9911,0.9911
3743,0.6957,0.5706
3744,0.9605,0.9582
3745,0.9907,0.9795
3746,0.1736,0.1736
3747,0.5952,0.5952
3748,0.6484,0.6484
3749,0.1353,0.1353
3750,0.3597,0.3597
3751,0.615,0.615
3752,0.1216,0.1216
3753,0.4466,0.4466
3754,0.7343,0.7343
3755,0.2547,0.2547
3756,0.6541,0.6541
3757,0.8076,0.8076
3758,0.4263,0.4263
3759,0.7858,0.7858
3760,0.9241,0.9241
3761,0.4246,0.4246
3762,0.7797,0.7797
3763,0.908,0.908
3764,0.4159,0.4159
3765,0.6217,0.6217
3766,0.8525,0.8525
3767,0.6545,0.6545
3768,0.9407,0.9407
3769,0.9897,0.9897
3770,0.6367,0.5228
3771,0.9364,0.9334
3772,0.9857,0.978
3773,0.234,0.234
3774,0.5741,0.5741
3775,0.8568,0.8568
3776,0.1604,0.1604
3777,0.4588,0.4588
3778,0.6273,0.6273
3779,0.2074,0.2074
3780,0.5547,0.5547
3781,0.8502,0.8502
3782,0.3365,0.3365
3783,0.7154,0.7154
3784,0.9323,0.9323
3785,0.5647,0.5647
3786,0.7723,0.7723
3787,0.9293,0.9293
3788,0.4381,0.4381
3789,0.7907,0.7907
3790,0.9212,0.9212
3791,0.4016,0.4016
3792,0.736,0.736
3793,0.978,0.978
3794,0.5813,0.5513
3795,0.896,0.8421
3796,0.9846,0.984
3797,0.2797,0.2797
3798,0.6596,0.6596
3799,0.9158,0.9158
3800,0.306,0.306
3801,0.5747,0.5747
3802,0.9177,0.9177
3803,0.2819,0.2819
3804,0.6738,0.6738
3805,0.963,0.963
3806,0.5272,0.5272
3807,0.7303,0.7303
3808,0.9727,0.9727
3809,0.5784,0.5784
3810,0.789,0.789
3811,0.9427,0.9427
3812,0.4708,0.4708
3813,0.8368,0.8368
3814,0.9775,0.9775
3815,0.3756,0.4491
3816,0.6935,0.743
3817,0.9575,0.9671
3818,0.2713,0.2793
3819,0.5937,0.624
3820,0.9284,0.8746
3821,0.3751,0.4117
3822,0.6536,0.6729
3823,0.8264,0.8543
3824,0.2572,0.3072
3825,0.6475,0.6679
3826,0.8021,0.8042
3827,0.2353,0.2243
3828,0.7126,0.7272
3829,0.8266,0.7919
3830,0.2175,0.2187
3831,0.7792,0.7286
3832,0.8635,0.8223
3833,0.3883,0.4098
3834,0.8432,0.8113
3835,0.8779,0.9205
3836,0.5517,0.4362
3837,0.8762,0.8767
3838,0.914,0.8661
3839,0.6056,0.5241
3840,0.9315,0.92
3841,0.9079,0.8767
3842,0.3452,0.3452
3843,0.8664,0.8664
3844,0.8883,0.8883
3845,0.4392,0.4392
3846,0.904,0.904
3847,0.948,0.948
3848,0.2995,0.3028
3849,0.6836,0.7146
3850,0.7445,0.7755
3851,0.271,0.3278
3852,0.6227,0.6732
3853,0.8164,0.8042
3854,0.2436,0.297
3855,0.6573,0.6675
3856,0.8654,0.8496
3857,0.1332,0.1574
3858,0.6439,0.6318
3859,0.7663,0.775
3860,0.2441,0.2476
3861,0.7515,0.7261
3862,0.8215,0.8259
3863,0.3554,0.4278
3864,0.8634,0.8621
3865,0.8918,0.9441
3866,0.6026,0.5188
3867,0.9264,0.9235
3868,0.9293,0.9099
3869,0.4795,0.4176
3870,0.9248,0.8928
3871,0.9135,0.902
3872,0.4561,0.4561
3873,0.9149,0.9149
3874,0.9398,0.9398
3875,0.22,0.2605
3876,0.5965,0.6906
3877,0.7913,0.8069
3878,0.2392,0.3267
3879,0.6032,0.6116
3880,0.8345,0.83
3881,0.1606,0.2089
3882,0.687,0.6725
3883,0.841,0.8654
3884,0.1212,0.1633
3885,0.5716,0.6172
3886,0.7299,0.7568
3887,0.1959,0.3084
3888,0.7175,0.7543
3889,0.8512,0.8783
3890,0.3468,0.3977
3891,0.852,0.8665
3892,0.9147,0.9503
3893,0.4588,0.3592
3894,0.9002,0.8729
3895,0.9373,0.9276
3896,0.5767,0.509
3897,0.9318,0.9364
3898,0.9622,0.954
3899,0.196,0.2389
3900,0.5169,0.5696
3901,0.8419,0.8699
3902,0.1245,0.2076
3903,0.494,0.5493
3904,0.7984,0.8781
3905,0.1352,0.2112
3906,0.5492,0.6383
3907,0.8581,0.8645
3908,0.1029,0.2477
3909,0.4691,0.6023
3910,0.7908,0.8512
3911,0.2177,0.3013
3912,0.7455,0.7905
3913,0.8824,0.894
3914,0.3543,0.4307
3915,0.7928,0.8283
3916,0.9211,0.952
3917,0.474,0.4472
3918,0.8867,0.9184
3919,0.9622,0.9532
3920,0.0819,0.182
3921,0.2977,0.3786
3922,0.845,0.8956
3923,0.1546,0.2562
3924,0.4051,0.5594
3925,0.8509,0.9164
3926,0.1041,0.2921
3927,0.417,0.6341
3928,0.9295,0.9483
3929,0.1552,0.2523
3930,0.5586,0.7203
3931,0.8439,0.8914
3932,0.2388,0.377
3933,0.6437,0.7137
3934,0.8853,0.9259
3935,0.3732,0.4596
3936,0.8148,0.8052
3937,0.9704,0.9809
3938,0.0946,0.3415
3939,0.2337,0.4664
3940,0.9201,0.9507
3941,0.1299,0.4082
3942,0.3486,0.5797
3943,0.9304,0.957
3944,0.2001,0.3432
3945,0.5651,0.7985
3946,0.9619,0.9781
3947,0.1822,0.3826
3948,0.4498,0.6093
3949,0.9102,0.9444
3950,0.2255,0.4533
3951,0.6297,0.7203
3952,0.9662,0.9816
3953,0.1031,0.247
3954,0.257,0.4191
3955,0.9307,0.9811
3956,0.1983,0.4139
3957,0.4252,0.6416
3958,0.9728,0.9882
3959,0.1808,0.3832
3960,0.5128,0.6783
3961,0.9656,0.9857
3962,0.2266,0.4841
3963,0.4987,0.682
3964,0.9644,0.9849
3965,0.5203,0.5203
3966,0.8339,0.8339
3967,0.9491,0.9491
3968,0.5217,0.5705
3969,0.8658,0.8883
3970,0.9457,0.9696
3971,0.5853,0.5345
3972,0.8378,0.8728
3973,0.9525,0.8377
3974,0.4988,0.5083
3975,0.7701,0.8927
3976,0.9282,0.8466
3977,0.2754,0.2968
3978,0.6105,0.7031
3979,0.7505,0.6814
3980,0.333,0.5481
3981,0.7858,0.9297
3982,0.8833,0.8152
3983,0.5726,0.6746
3984,0.9328,0.9504
3985,0.9765,0.9789
3986,0.6038,0.3628
3987,0.9502,0.9004
3988,0.9717,0.844
3989,0.3572,0.2727
3990,0.7774,0.8219
3991,0.9004,0.7779
3992,0.3763,0.3763
3993,0.7623,0.7623
3994,0.878,0.878
3995,0.3151,0.3151
3996,0.7573,0.7573
3997,0.7959,0.7959
3998,0.4173,0.5016
3999,0.8059,0.8456
4000,0.9377,0.9775
4001,0.5547,0.4712
4002,0.8358,0.8587
4003,0.9473,0.9123
4004,0.6475,0.6283
4005,0.8544,0.9287
4006,0.9391,0.857
4007,0.337,0.4263
4008,0.6813,0.7924
4009,0.8176,0.8206
4010,0.2427,0.3424
4011,0.6396,0.8126
4012,0.6467,0.7511
4013,0.4001,0.6228
4014,0.8418,0.9297
4015,0.945,0.8199
4016,0.5388,0.5474
4017,0.9123,0.9448
4018,0.9359,0.9232
4019,0.559,0.2841
4020,0.9398,0.8814
4021,0.964,0.8215
4022,0.3627,0.3932
4023,0.7549,0.8201
4024,0.9003,0.805
4025,0.3205,0.3205
4026,0.7345,0.7345
4027,0.8252,0.8252
4028,0.433,0.3697
4029,0.7855,0.7915
4030,0.9539,0.9323
4031,0.5929,0.5578
4032,0.822,0.9244
4033,0.9317,0.9216
4034,0.4452,0.4321
4035,0.747,0.8295
4036,0.8586,0.8572
4037,0.3589,0.4446
4038,0.7088,0.8627
4039,0.8181,0.8015
4040,0.2816,0.38
4041,0.7434,0.8395
4042,0.7772,0.7998
4043,0.3899,0.4486
4044,0.8402,0.8873
4045,0.8692,0.8696
4046,0.4706,0.4555
4047,0.8805,0.9226
4048,0.9001,0.8985
4049,0.5925,0.3134
4050,0.9181,0.8405
4051,0.9456,0.8513
4052,0.2921,0.3395
4053,0.7144,0.7957
4054,0.8605,0.7865
4055,0.4676,0.317
4056,0.7789,0.8478
4057,0.9584,0.9231
4058,0.4279,0.4151
4059,0.7551,0.8684
4060,0.9019,0.9419
4061,0.4988,0.5662
4062,0.8334,0.9401
4063,0.9327,0.8645
4064,0.4519,0.4628
4065,0.842,0.9022
4066,0.942,0.8817
4067,0.2074,0.2045
4068,0.7257,0.5687
4069,0.8077,0.7892
4070,0.3219,0.3629
4071,0.7696,0.8485
4072,0.8171,0.8622
4073,0.5503,0.5086
4074,0.8836,0.9008
4075,0.9161,0.946
4076,0.5385,0.2933
4077,0.9293,0.8523
4078,0.9502,0.861
4079,0.2607,0.1331
4080,0.6985,0.7204
4081,0.9098,0.9148
4082,0.5051,0.4832
4083,0.8354,0.8655
4084,0.9304,0.9508
4085,0.6639,0.6755
4086,0.9225,0.9605
4087,0.9849,0.9532
4088,0.3975,0.3727
4089,0.8656,0.7618
4090,0.946,0.955
4091,0.2023,0.1711
4092,0.6766,0.5635
4093,0.7903,0.7884
4094,0.4691,0.5002
4095,0.8675,0.9024
4096,0.9459,0.8815
4097,0.5174,0.5137
4098,0.8857,0.9087
4099,0.9173,0.9507
4100,0.3163,0.3292
4101,0.7982,0.8342
4102,0.967,0.9903
4103,0.6531,0.5946
4104,0.9103,0.8737
4105,0.9879,0.9865
4106,0.7144,0.573
4107,0.9369,0.8992
4108,0.9902,0.9869
4109,0.4248,0.4265
4110,0.8489,0.7582
4111,0.929,0.947
4112,0.3658,0.3448
4113,0.8167,0.6815
4114,0.9558,0.8912
4115,0.4862,0.5789
4116,0.8826,0.9163
4117,0.9583,0.9355
4118,0.7426,0.6781
4119,0.8578,0.8132
4120,0.9974,0.9973
4121,0.6848,0.2926
4122,0.8979,0.7217
4123,0.9889,0.9921
4124,0.7644,0.6807
4125,0.9488,0.9195
4126,0.9917,0.9892
4127,0.6582,0.5406
4128,0.9268,0.8542
4129,0.9928,0.9932
4130,0.4392,0.4306
4131,0.8568,0.7609
4132,0.9786,0.9681
4133,0.4997,0.3539
4134,0.9101,0.8454
4135,0.9586,0.9033
4136,0.3921,0.263
4137,0.8784,0.8114
4138,0.9269,0.8615
4139,0.2861,0.1914
4140,0.6689,0.5631
4141,0.9212,0.855
4142,0.4117,0.1699
4143,0.8125,0.6201
4144,0.9331,0.8533
4145,0.1609,0.1856
4146,0.5841,0.632
4147,0.8478,0.831
4148,0.4036,0.5139
4149,0.8758,0.9249
4150,0.9486,0.9453
4151,0.2048,0.4023
4152,0.5922,0.8699
4153,0.9246,0.965
4154,0.4188,0.4188
4155,0.9062,0.9062
4156,0.976,0.976
4157,0.6165,0.6165
4158,0.963,0.963
4159,0.9655,0.9655
4160,0.6323,0.6323
4161,0.9684,0.9684
4162,0.976,0.976
4163,0.5337,0.5337
4164,0.889,0.889
4165,0.9292,0.9292
4166,0.3945,0.3945
4167,0.787,0.787
4168,0.9273,0.9273
4169,0.2603,0.2603
4170,0.7376,0.7376
4171,0.8914,0.8914
4172,0.4763,0.3407
4173,0.883,0.8197
4174,0.9421,0.9258
4175,0.2799,0.1516
4176,0.619,0.4849
4177,0.9226,0.9036
4178,0.3876,0.1533
4179,0.7929,0.6324
4180,0.9509,0.8196
4181,0.1152,0.1889
4182,0.4636,0.5389
4183,0.8669,0.8426
4184,0.2491,0.2688
4185,0.7474,0.6643
4186,0.8677,0.8379
4187,0.3004,0.4289
4188,0.7846,0.8678
4189,0.9487,0.9511
4190,0.2182,0.4473
4191,0.6263,0.8975
4192,0.9047,0.9622
4193,0.3528,0.3528
4194,0.8608,0.8608
4195,0.9436,0.9436
4196,0.6225,0.6225
4197,0.962,0.962
4198,0.9701,0.9701
4199,0.6538,0.6538
4200,0.9627,0.9627
4201,0.9863,0.9863
4202,0.5014,0.5014
4203,0.862,0.862
4204,0.9287,0.9287
4205,0.3331,0.3331
4206,0.7513,0.7513
4207,0.9338,0.9338
4208,0.3848,0.2565
4209,0.6529,0.5017
4210,0.9532,0.96
4211,0.3614,0.1206
4212,0.8202,0.5579
4213,0.9411,0.8439
4214,0.1249,0.1296
4215,0.4391,0.5292
4216,0.8919,0.8966
4217,0.2574,0.2699
4218,0.6419,0.5815
4219,0.873,0.8583
4220,0.1438,0.2322
4221,0.6146,0.5595
4222,0.8681,0.8505
4223,0.3242,0.4923
4224,0.8443,0.912
4225,0.9334,0.9404
4226,0.1891,0.2719
4227,0.5837,0.8395
4228,0.8471,0.9257
4229,0.4309,0.4309
4230,0.8886,0.8886
4231,0.9574,0.9574
4232,0.6635,0.6635
4233,0.9545,0.9545
4234,0.9858,0.9858
4235,0.6287,0.6287
4236,0.9447,0.9447
4237,0.9869,0.9869
4238,0.5276,0.5276
4239,0.897,0.897
4240,0.9583,0.9583
4241,0.4471,0.2551
4242,0.8073,0.5528
4243,0.9665,0.9345
4244,0.0869,0.1036
4245,0.4454,0.4864
4246,0.8951,0.9155
4247,0.1455,0.1925
4248,0.6111,0.6131
4249,0.901,0.9029
4250,0.149,0.2405
4251,0.4918,0.4542
4252,0.8668,0.8976
4253,0.207,0.2862
4254,0.7093,0.6204
4255,0.8825,0.867
4256,0.2515,0.3487
4257,0.8251,0.9045
4258,0.9263,0.9426
4259,0.2511,0.319
4260,0.6382,0.8536
4261,0.848,0.9326
4262,0.4691,0.4691
4263,0.8897,0.8897
4264,0.977,0.977
4265,0.6517,0.6517
4266,0.9384,0.9384
4267,0.9851,0.9851
4268,0.7084,0.7084
4269,0.9661,0.9661
4270,0.9935,0.9935
4271,0.2238,0.2677
4272,0.4952,0.5158
4273,0.9397,0.963
4274,0.1117,0.1692
4275,0.5412,0.5359
4276,0.901,0.9252
4277,0.0828,0.1463
4278,0.3966,0.4848
4279,0.8772,0.9392
4280,0.2515,0.2883
4281,0.5617,0.5319
4282,0.8843,0.9004
4283,0.1185,0.1457
4284,0.5894,0.6492
4285,0.853,0.8926
4286,0.3422,0.4334
4287,0.8679,0.9139
4288,0.9421,0.954
4289,0.2216,0.4375
4290,0.6048,0.8684
4291,0.9252,0.9771
4292,0.4467,0.4467
4293,0.8546,0.8546
4294,0.984,0.984
4295,0.7021,0.7021
4296,0.9608,0.9608
4297,0.9948,0.9948
4298,0.2011,0.295
4299,0.5466,0.5697
4300,0.9357,0.962
4301,0.0616,0.0988
4302,0.3121,0.4029
4303,0.8807,0.945
4304,0.1147,0.2107
4305,0.5479,0.6037
4306,0.91,0.9481
4307,0.1485,0.1557
4308,0.5195,0.5902
4309,0.8968,0.9368
4310,0.2473,0.2306
4311,0.6697,0.7058
4312,0.9059,0.917
4313,0.3852,0.5789
4314,0.805,0.9321
4315,0.9754,0.9906
4316,0.2334,0.5637
4317,0.5308,0.8654
4318,0.9536,0.9903
4319,0.4626,0.4626
4320,0.65,0.65
4321,0.9925,0.9925
4322,0.1435,0.1627
4323,0.3321,0.4199
4324,0.9357,0.9724
4325,0.0789,0.1174
4326,0.4388,0.4657
4327,0.8897,0.9518
4328,0.1265,0.1908
4329,0.3903,0.5784
4330,0.9137,0.9716
4331,0.3216,0.313
4332,0.6039,0.7137
4333,0.9436,0.9628
4334,0.2207,0.3686
4335,0.5751,0.6908
4336,0.9478,0.9776
4337,0.356,0.4953
4338,0.5692,0.7951
4339,0.975,0.9869
4340,0.3616,0.5065
4341,0.5391,0.6361
4342,0.9804,0.9867
